UKBB_code,UKBB_description,ATC_code
1141164280,nebilet 5mg tablet,C07A
1140878098,betagan eye drops,S01E
1140874272,fluconazole,D01A
1140872026,migraleve duopack tablet,N02C
1140867244,stelazine 1mg tablet,N05A
1140866460,half securon sr 120mg m/r tablet,C08D
1141171502,regurin 20mg tablet,A03D
1140928142,lamivudine,J05A
1140923598,fematrix 40 patch,G03C
1140881448,scheriproct ointment,S01B
1140874104,dapsone,D10A
1140872134,mysoline 250mg tablet,N03A
1140869270,medroxyprogesterone,G03A
1141179982,betamethasone+calcipotriol,S01B
1141178816,aranesp 10micrograms/0.4ml prefilled syringe,B03X
1140888676,naftidrofuryl,C04A
1140884482,methadone,N02A
1140879502,olsalazine,A07E
1140875546,piroxicam 0.5% gel,M02A
1140864232,provera 2.5mg tablet,G03A
1140863442,oxazepam,N05B
1140860532,minoxidil,C02D
1141152736,zispin 30mg tablet,N06A
1141151978,reboxetine,N06A
1140921024,betacap scalp application,S01B
1140862560,ventide inhaler,R01A
1140851556,bedranol 10mg tablet,C07A
1140911728,beta-carotene product,A11C
1140866450,bendrofluazide+potassium 2.5mg/7.7mmol m/r tablet,C03A
1140862412,theophylline product,R03D
1141192666,frovatriptan,N02C
1141169700,entacapone,N04B
1141165852,abacavir,J05A
1140916950,nizoral 20mg/ml shampoo,D01A
1140910442,bzt - bendrofluazide,C03A
1140882104,hyoscine,A04A
1140868608,proscar 5mg tablet,G04C
1140863244,valium 2mg tablet,N05B
1141153270,asmabec 50micrograms spacehaler,R01A
1140925806,aceclofenac,M02A
1140923788,monomax sr 40 m/r capsule,C01D
1140909800,flupentixol,N05A
1140879826,levobunolol,S01E
1140879810,nicardipine,C08C
1140865408,mebeverine hcl+ispaghula 135mg/3.5g/sachet granules,A03A
1141177686,fersamal tablet,B03A
1140881890,betoptic 0.5% eye drops,S01E
1140881454,xyloproct ointment,D07A
1140880092,neotigason 10mg capsule,D05B
1140869100,alprostadil,G04B
1141188152,felotens xl 5mg m/r tablet,C08C
1141167096,loperamide hydrochloride+simethicone,A07D
1141167038,rozex 0.75% cream,P01A
1140910750,glycerol suppository,A06A
1140880090,acitretin,D05B
1140875616,ibugel gel,M01A
1140868134,ondansetron,A04A
1141200782,neofel xl 5mg m/r tablet,C08C
1141157060,mizollen 10mg m/r tablet,R06A
1140876088,sudafed 0.05% nasal spray,R06A
1140872214,valproic acid,N03A
1141181562,benadryl one a day 10mg tablet,R06A
1141174388,calcitriol,A11C
1140888770,epinephrine,S01E
1140884704,cortisone product,S01B
1140883028,predsol 0.5% eye/ear drops,R01A
1140875684,minims prednisolone 0.5% single-use eye drops,S01B
1140875642,ketoprofen 2.5% gel,M01A
1140874302,itraconazole,J02A
1140872480,disulfiram,P03A
1141200748,care ibuprofen 10% gel,M01A
1141188588,adalimumab,L04A
1140917310,casodex 50mg tablet,L02B
1140888686,hydralazine,C02D
1140881748,zocor 10mg tablet,C10B
1140872646,amoxycillin,J01C
1140866162,hydrochlorothiazide,C03A
1140863120,loprazolam,N05C
1141168714,propiverine hydrochloride,G04B
1140921938,diethylamine salicylate 10% cream bp,N02B
1140909878,vitamin d2,A11C
1140882742,efcortelan 0.5% cream,D07A
1140881442,anusol hc ointment,D07A
1140878676,loceryl nail lacquer,D01A
1140870958,one-alpha 250nanograms capsule,A11C
1140869842,mercaptopurine,L01B
1140860418,propranolol hydrochloride+bendrofluazide 80mg/2.5mg capsule,C07A
1140857748,genotropin 12iu multidose injection,H01A
1141179072,pulvinal beclomethasone diprop 100mcg breath-act dry pdr inh,R01A
1141174500,sibutramine,A08A
1141172620,copaxone 20mg injection (pdr for recon),L03A
1140869604,cyclophosphamide,L01A
1140863328,chlordiazepoxide,N05B
1141200440,glivec 100mg tablet,L01X
1140881922,becodisks 100micrograms disks+diskhaler,R01A
1140884396,benzydamine,G02C
1140878734,corsodyl original mouthwash,D08A
1140874674,tolbutamide,V04C
1140871780,mst continus 30mg m/r tablet,N02A
1140910670,niacin,C10A
1140876154,flunisolide,R01A
1140871388,cuprofen 200mg tablet,M01A
1140870194,goserelin,L02A
1140868902,acarbose,A10B
1140862290,adrenaline product,R03A
1141188408,tritace 1.25mg tablet,C09B
1141187788,telmisartan+hydrochlorothiazide 40mg/12.5mg tablet,C09C
1141156984,amaryl 1mg tablet,A10B
1141153410,malarone tablet,P01B
1140882908,hydrocortisone+miconazole,D07A
1140881330,magnesium hydroxide,A02A
1140881026,meptazinol,N02A
1140878244,balneum bath oil,D02A
1140875540,ibuleve gel,M01A
1140868422,harmogen 1.5mg tablet,G03C
1140863176,lormetazepam,N05C
1140861926,bezalip 200mg tablet,C10A
1141201834,cymbalta 30mg gastro-resistant capsule,N06A
1141190956,paracetamol+tramadol,N02B
1141170844,liquid paraffin product,A06A
1140878346,alphosyl cream,S01B
1141190554,atazanavir,J05A
1140888482,propafenone,C01B
1140872434,half-sinemet cr m/r tablet,C01C
1140872236,neurontin 100mg capsule,N03A
1140867690,anafranil 10mg capsule,N06A
1140857912,desogestrel,G03A
1140857044,tetralysal 204mg capsule,J01A
1140855694,oxygen gas,V03A
1141152912,caverject 5micrograms injection (pdr for recon)+diluent,G04B
1140878048,otrivine-antistin eye drops,R06A
1140876588,ergocalciferol product,A11C
1141153080,nytol 25mg caplet,R06A
1140917448,oestradiol 1.25g/dose gel,G03C
1140910824,ursodesoxycholic acid,A05A
1140910036,mtx - methotrexate,L01B
1140909706,chlortalidone,C03B
1140877612,vitamin c+a+d tablet,A11G
1140871776,mst continus 10mg m/r tablet,N02A
1140867420,clozapine,N05A
1141173882,nateglinide,A10B
1141168718,detrunorm 15mg tablet,G04B
1141165470,felodipine+ramipril,C08C
1140884634,cyproterone,G03H
1140882904,canesten hc cream,D07A
1140875974,locorten-vioform ear drops,D07A
1140859220,fusidic acid,D09A
1140857690,oestradiol 25mg implant 36 week,G03C
1141192670,migard 2.5mg tablet,N02C
1141167844,dipyridamole+aspirin,B01A
1140926990,acamprosate calcium,N07B
1140911748,ibuprofen+menthol 5%/3% gel,M01A
1140874336,ketoconazole,D01A
1140873650,clindamycin,D10A
1140866000,ursofalk 250mg capsule,A05A
1140863292,ucerax 25mg tablet,N05B
1141192260,levitra 20mg tablet,G04B
1141167832,zemtard 120 xl m/r capsule,C08D
1140926796,mobic 15mg tablet,M01A
1140882396,paracetamol+dihydrocodeine tartrate,N02B
1140875640,traxam gel,M02A
1140860332,sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet,C07A
1141181818,estradiol+norethisterone acetate 1mg/0.5mg tablet,G03C
1140925986,cellcept 250mg capsule,L04A
1140884074,gentisone hc ear drops,S01B
1140883480,propantheline,A03C
1140882630,diprosone cream,S01B
1140878418,alphosyl hc cream,S01B
1140872064,carbamazepine product,N03A
1141192258,levitra 10mg tablet,G04B
1141189464,exe-cort hydrocortisone 1% cream,D07A
1141189068,solpadeine headache soluble tablet,M01A
1141188546,niaspan 500mg m/r tablet,C10A
1141173030,capecitabine,L01B
1141167020,viramune 200mg tablet,J05A
1140888142,metosyn 0.05% cream,D07A
1140882160,rynacrom 2% nasal drops,R03A
1140879746,promazine,N05A
1140870554,sando-k effervescent tablet,A12B
1140868342,acupan 30mg tablet,N02B
1140868240,paracetamol product,N02B
1140861282,motens 2mg tablet,C08C
1141181150,cilostazol,B01A
1141171050,oxycontin 20mg m/r tablet,N02A
1141168340,zafirlukast,R03D
1140878330,sudocrem cream,D07A
1140875566,chloramphenicol 1% eye ointment,D06A
1140865772,methylcellulose,S01K
1140864558,capsaicin 0.075% cream,M02A
1140862162,bricanyl 5mg tablet,R03C
1141182674,fenactol 25mg e/c tablet,M01A
1141175204,oxcarbazepine,N03A
1141173212,benadryl plus capsule,R06A
1141152986,zomorph 10mg m/r capsule,N02A
1140910772,ikorel 10mg tablet,C01D
1140882116,morphine sulphate+atropine sulphate,N02A
1140880140,zineryt topical solution,D10A
1140871734,temgesic 200mcg sublingual tablet,N07B
1140865536,sucralfate,A02B
1141177762,risperdal 0.5mg tablet,N05A
1141169694,difflam sore throat 0.15% oral rinse,G02C
1141157356,erythromycin product,D10A
1140916608,rozex 0.75% gel,P01A
1140883600,diphenhydramine product,R06A
1140882730,colifoam 10% foam,S01B
1140874482,chloroquine,P01B
1140871236,flurbiprofen,M02A
1140867640,doxepin,N06A
1140865628,misoprostol,G02A
1140861868,nicotinic acid product,C10A
1140861594,clexane 20mg/0.2ml prefilled syringe,B01A
1141182110,sulfadiazine,J01E
1141174512,budesonide+eformoterol,R01A
1141146426,balneum plus cream,D02A
1140916890,valaciclovir,J05A
1140882718,maxitrol eye drops,R01A
1140867920,moclobemide,N06A
1140862938,acetylcysteine,V03A
1141145710,alphosyl shampoo,S01B
1140882920,fucidin h cream,S01B
1140879822,carteolol,S01E
1140876240,adcortyl in orabase oral paste,R03B
1140870520,cytamen 1mg/1ml injection,B03B
1141192302,opatanol 1mg/ml eye drops,R01A
1141188516,anadin paracetamol 500mg tablet,N02B
1141188512,non-drowsy sinutab tablet,R06A
1141187568,sustiva 600mg tablet,J05A
1140928742,zamadol 50mg capsule,N02A
1140882818,alphaderm cream,D07A
1140878672,trosyl nail solution,D01A
1140875736,fucithalmic m/r eye drops,D09A
1140874346,miconazole,D01A
1140868784,disodium pamidronate,M05B
1140868496,duphaston 10mg tablet,G03D
1140868400,oestriol product,G03C
1140867456,modecate 12.5mg/0.5ml oily injection,N05A
1140865734,liquid paraffin,A06A
1140864916,stilnoct 5mg tablet,N05C
1140862424,slo-phyllin 60mg m/r capsule,R03D
1140862070,ventolin cr 4mg m/r tablet,R03A
1141171672,sudafed dual relief capsule,R06A
1141166772,combivir tablet,J05A
1141157414,salicylic acid product,S01B
1141157304,clotrimazole product,D01A
1140909704,sodium picosulfate,A06A
1140888134,eczederm+hydrocortisone cream,D07A
1140884498,felbinac,M02A
1140882538,chloramphenicol 0.25% eye drops,D06A
1140880460,tioconazole,D01A
1140879902,coal tar product,S01B
1140851072,dioctyl 100mg tablet,A06A
1141200570,yentreve 20mg gastro-resistant capsule,N06A
1141192154,metrosa 0.75% gel,P01A
1141189390,mesren mr 400mg m/r tablet,A07E
1140882474,lamisil 1% cream,D01B
1140879758,betaxolol,S01E
1140874360,nystatin,D07A
1140867850,phenelzine,N06A
1140866568,disopyramide,C01B
1140862998,sudafed co tablet,R06A
1140862624,chlorpheniramine maleate,R06A
1140852836,cacit 500mg effervescent tablet,A12A
1141194840,hydrocortisone+lidocaine,D07A
1140926794,mobic 7.5mg tablet,M01A
1140911830,durogesic 25micrograms/hour patch,N01A
1140911762,lemsip sachet,N02B
1140911708,estring 2mg(7.5micrograms/24hours) vaginal ring,G03C
1140882906,hydrocortisone+clotrimazole,D07A
1140882478,zovirax 5% cream,D06B
1140880208,azelaic acid,D10A
1140879544,fluvoxamine,N06A
1140874190,macrodantin 50mg capsule,J01X
1140861970,lipostat 10mg tablet,C10A
1140860846,suscard 1mg m/r buccal tablet,C01D
1140851530,quinidine,C01B
1141201306,fibrazate xl 400mg m/r tablet,C10A
1141188642,avonex 30micrograms/0.5ml prefilled syringe,L03A
1141171066,oxynorm 5mg capsule,N02A
1141164148,imidapril hydrochloride,C09A
1141146126,atenolol+bendrofluazide,C07A
1140883044,tri-adcortyl cream,R03B
1140882472,lamisil 250mg tablet,D01B
1140870508,cobalin-h 1mg/1ml injection,B03B
1140862474,aerobec 50mcg autohaler,R01A
1140862414,nuelin 125mg tablet,R03D
1140861000,glytrin 400micrograms spray,C01D
1140860610,hytrin 2mg tablet,G04C
2018610518,nicotine,N07B
1141190642,germoloids cream,N01B
1141188522,feminax tablet,M01A
1141180200,silkis 3micrograms/g ointment,A11C
1141175192,sevelamer,V03A
1141168646,panadol extra tablet,N02B
1140883560,orphenadrine,M03B
1140875868,acetazolamide,S01E
1140870410,ferrous gluc+folic acid+ascorbic acid 250mg/5mg/10mg tablet,B03A
1140868494,dydrogesterone,G03F
1140862532,intal 5mg inhaler,R03A
1140860982,elantan 10 tablet,C01D
1141179066,pulvinal salbutamol 200mcg breath-act dry powder inhaler,R03A
1141173916,kaletra 133.3mg/33.3mg capsule,J05A
1141170964,oxynorm 10mg capsule,N02A
1141162550,monosorb xl 60 m/r tablet,C01D
1140923732,curatoderm 4micrograms/g ointment,D05A
1140909890,sulfinpyrazone,M04A
1140884640,nerisone 0.1% cream,D07A
1140868536,restandol 40mg capsule,G03B
1140865576,cholestyramine,C10A
1140861698,sinthrome 1mg tablet,B01A
1141185436,eletriptan,N02C
1141180734,colestyramine product,C10A
1141180228,amoxicillin product,J01C
1141179886,propecia 1mg tablet,G04C
1141179734,nyogel 0.1% liquid eye gel,S01E
1141150866,maxolon 5mg tablet,A03F
1140928222,andropatch 2.5mg/24hours transdermal patch,G03B
1140916270,liquid paraffin+white soft paraffin 50%/50% ointment,A06A
1140910436,feso4 - ferrous sulphate,B03A
1140888818,mestinon 60mg tablet,N07A
1140882832,otosporin ear drops,D07A
1140882274,oramorph 100mg/5ml concentrated oral solution,N02A
1140882072,ilube eye drops,V03A
1140878266,eurax cream,D07A
1140878246,balneum plus bath oil,D02A
1140878030,ibuprofen+codeine phosphate,M01A
1140875454,robaxin 750mg tablet,M03B
1140872152,rivotril 500mcg tablet,N03A
1140870980,calcitriol product,A11C
1140868866,bromocriptine,G02C
1140867494,camcolit 250 tablet,N05A
1140862742,vallergan 10mg tablet,R06A
1140856240,panadol 500mg tablet,N02B
1141153424,zamadol sr 100mg m/r capsule,N02A
1141150840,aricept 5mg tablet,N06D
1140909792,alimemazine,R06A
1140883828,polytar af liquid,S01B
1140881692,univer 120mg m/r capsule,C08D
1140880200,dalacin t topical solution,D10A
1140875620,difflam cream,G02C
1140871700,sevredol 10mg tablet,N02A
1140870946,redoxon 25mg tablet,A11G
1140869978,hydroxyurea,L01X
1140867934,triptafen tablet,N06A
1140867150,flupenthixol,N05A
1140865996,ursodeoxycholic acid product,A05A
1140865330,pro-banthine 15mg tablet,A03C
1140862632,piriton 10mg/1ml injection,R06A
1140860308,metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet,C07F
1140856468,beclamide,N03A
1141194372,doxadura 1mg tablet,C02C
1141192298,olopatadine,R01A
1141188576,felogen xl 5mg m/r tablet,C08C
1141188524,niquitin cq 2mg mint lozenge,N07B
1141185284,imatinib,L01X
1141174756,oxactin 20mg capsule,N06A
1141171242,prograf 0.5mg capsule,L04A
1140883494,atropine,A03B
1140882724,sofradex eye/ear drops,R01A
1140880306,nizoral 2% cream,D01A
1140878510,alphosyl 2 in 1 shampoo,S01B
1140877954,feldene 0.5% gel,M02A
1140875696,lodoxamide,S01G
1140869366,levonorgestrel,G03A
1140867758,surmontil 10mg tablet,N06A
1140862140,pulmadil 200micrograms inhaler,R03A
1140860882,cilazapril,C09B
1141200498,senokot hi-fibre lemon 3.5g/sachet s/f granules,A06A
1141157260,bezafibrate product,C10A
1141152988,zomorph 30mg m/r capsule,N02A
1141145870,fortipine la40 m/r tablet,C08C
1140922636,zydol sr 100mg m/r tablet,N02A
1140909754,ribavirin,J05A
1140884388,pethidine,N02A
1140878060,alomide eye drops,S01G
1140871778,oramorph 10mg/5ml oral unit dose vial,N02A
1140866654,tambocor 50mg tablet,C01B
1140862886,pholcodine,R05D
1140862028,modalim 100mg tablet,C10A
1140860994,isib 20mg tablet,C01D
1140860356,beta-adalat capsule,C08C
1140856238,panadol 500mg capsule,N02B
2018961142,sodium chloride,B05X
1141191010,sebomin mr 100mg m/r capsule,J01A
1141187094,cabren 2.5mg m/r tablet,C08C
1141180580,progynova ts 50 50micrograms patch,G03C
1141175196,renagel 403mg capsule,V03A
1140928290,physiotens 200micrograms tablet,C02A
1140927152,fenbid 5% gel,M01A
1140921844,powergel 2.5% gel,M01A
1140911758,hedex tablet,N02B
1140882774,betamethasone+fusidic acid,S01B
1140882708,clobetasone butyrate+neomycin sulphate,S01B
1140881444,proctofoam hc foam,D07A
1140875766,fluorometholone,S01B
1140874976,methylprednisolone,D07A
1140874776,propylthiouracil,H03B
1140868586,utovlan 5mg tablet,G03A
1140861856,gemfibrozil,C10A
1140860912,gopten 500micrograms capsule,C09A
1140858448,neo-cytamen 250micrograms/1ml injection,B03B
1141190952,cuprofen plus tablet,M01A
1141166264,spasmonal fibre granules 500g,A06A
1141163118,provigil 100mg tablet,N06B
1141157140,nifedipress mr 10 m/r tablet,C08C
1141156666,neorecormon 500iu injection (pdr for recon)+solvent,B03X
1141150834,donepezil hydrochloride,N06D
1141145996,imuran 10mg tablet,L04A
1140881028,meptid 200mg tablet,N02A
1140880680,influenza vaccine,J07B
1140875316,penicillamine,M01C
1140874192,macrodantin 100mg capsule,J01X
1140872050,cafergot tablet,N02C
1140871786,mst continus 100mg m/r tablet,N02A
1140871638,napratec tablet combination pack,M01A
1140860498,celectol 200mg tablet,C07A
1141189066,solpadeine headache tablet,M01A
1141181220,ethinylestradiol,G03A
1141167976,zyprexa 2.5mg tablet,N05A
1141162970,optilast 0.05% eye drops,R06A
1140883914,flavoxate,G04B
1140883858,dantrolene,M03C
1140878174,isopto plain 0.5% eye drops,S01F
1140876104,tri-adcortyl otic ear ointment,R03B
1140871672,feldene 10mg capsule,M02A
1140867960,tryptophan product,N06A
1140866802,half beta-prograne 80mg m/r capsule,C07A
1140865990,digitoxin,C01A
1140865778,sterculia,A06A
1140865538,antepsin 1g tablet,A02B
1140864820,cutivate 0.05% cream,R01A
1140862668,ketotifen,R06A
1140910736,cromolyn sodium,R03A
1140884544,leuprorelin,L02A
1140884452,codeine linctus,N02A
1140884326,mepacrine,P01A
1140880240,roaccutane 5mg capsule,D10A
1140878252,hydromol emollient bath additive,D02A
1140877868,voltarene 25mg e/c tablet,M01A
1140875278,acemetacin,M01A
1140873564,oxytetramix 250 tablet,J01A
1140871522,oruvail 100 m/r capsule,M01A
1140864592,lescol 20mg capsule,C10A
1140860580,hypovase 500mcg tablet,C02L
1140853186,chloramphenicol eye drops,D06A
1141191818,asmanex twisthaler 200mcg breath-actuated dry powder inhaler,R01A
1141188652,phorpain 5% gel,M01A
1141180792,oxycontin 5mg m/r tablet,N02A
1141179842,tacrolimus monohydrate 0.03% ointment,L04A
1141171548,zimbacol xl 400mg m/r tablet,C10A
1141169530,brexidol 20mg tablet,M02A
1141168344,accolate 20mg tablet,R03D
1141150594,interferon beta-1a,L03A
1140927354,acular 0.5% ophthalmic solution,S01B
1140910382,cya - cyclosporin,S01X
1140888376,sodium chloride eye drops,B05X
1140884706,megestrol,G03A
1140884676,fluocinolone,D07A
1140877894,oruvail gel,M01A
1140874056,rifampicin,J04A
1140871238,froben 50mg tablet,M02A
1140870316,ferrograd folic filmtab,B03A
1140869412,potassium citrate 3g/sachet granules,A12B
1140866724,acebutolol,C07A
1140865608,famotidine,A02B
1140865598,salofalk 250mg e/c tablet,A07E
1140851730,calcicard 60mg tablet,C08D
1185,vitamin e product [ctsu],A11H
1141200094,vaniqa 11.5% cream,P01C
1141188880,presinex 10micrograms nasal spray,H01B
1141187336,elidel 1% cream,D11A
1141171052,oxycontin 40mg m/r tablet,N02A
1141164836,eucerin 10% cream,D02A
1141157406,norethisterone product,G03A
1140926994,campral ec 333mg e/c tablet,N07B
1140921160,fersaday 304mg tablet,B03A
1140911832,durogesic 50micrograms/hour patch,N01A
1140910570,nitroglycerin,C01D
1140909864,azt - azathioprine,L04A
1140909848,diethylstilbestrol,L02A
1140909484,hay-crom eye drops,R03A
1140882836,vioform hydrocortisone cream,P01A
1140882794,clobetasol propionate+neomycin sulphate+nystatin,D07A
1140881842,heparin,B01A
1140879830,oxprenolol,C07A
1140879660,pergolide,N04B
1140874178,norfloxacin,J01R
1140873482,minocin 50mg tablet,J01A
1140872030,migraleve yellow tablet,N02C
1140871604,sulindac,M01A
1140868820,desmospray 10micrograms nasal spray,H01B
1140863272,frisium 10mg capsule,N05B
1140858300,ferrograd-c filmtab,B03A
1141190534,bondronat 50mg tablet,M05B
1141176858,zyban 150mg m/r tablet,N06A
1141167308,phosex 1g tablet,V03A
1141157366,ciprofloxacin product,J01R
1140926004,entocort cr 3mg m/r capsule,R01A
1140925808,preservex 100mg tablet,M02A
1140910854,l-carnitine product,A16A
1140882100,zuclopenthixol,N05A
1140881346,glutamic acid product,A09A
1140878504,polytar plus liquid,S01B
1140878290,conotrane cream,P03A
1140872484,antabuse 200mg tablet,P03A
1140872440,symmetrel 100mg capsule,N04B
1140872320,levodopa,N04B
1140868968,danazol,G03X
1140865966,digoxin product,C01A
1140861702,phenindione,B01A
1140861588,enoxaparin,B01A
1140860776,innovace 2.5mg tablet,C09B
1141166998,imodium plus 2mg/125mg chewable tablet,A07D
1141166858,chemydur 60xl m/r tablet,C01D
1141164760,marevan 0.5mg tablet,B01A
1141157496,diazepam product,N05B
1141157410,levonorgestrel product,G03A
1140927940,tensipine mr 10 m/r tablet,C08C
1140927812,decongestant 0.05% nasal spray,R05C
1140927544,glyceryl trinitrate patch,C01D
1140921818,iopidine ophthalmic 0.5% intra-ocular solution,S01E
1140911834,durogesic 75micrograms/hour patch,N01A
1140910372,chloramiphene,G03G
1140910368,paraffin-white soft,A06A
1140909480,aspro clear maximum strength soluble tablet,N02B
1140884558,ketorolac,S01B
1140884404,paracetamol+caffeine,N02B
1140880342,mupirocin,D06A
1140880238,isotretinoin,D10A
1140880040,benzoyl peroxide product,D10A
1140880014,salicylic acid,N02B
1140879648,apomorphine,N04B
1140875346,tenoxicam,M01A
1140874826,glucagon product,H04A
1140874160,ofloxacin,J01R
1140869772,fluorouracil,L01B
1140868644,somatropin,H01A
1140867914,tranylcypromine,N06A
1140866022,pancreatin,A09A
1140863416,largactil 10mg tablet,N05A
1140862008,steri-neb salamol 2.5mg/2.5ml nebulisation unit,R03A
1140860192,nadolol,C07A
1140853978,oxymetazoline 500micrograms/ml nasal spray,R01A
1140851314,acidol-pepsin tablet,A09A
1141177080,ditropan xl 5mg m/r tablet,G04B
1141166748,zacin 0.025% cream,M02A
1141165028,artelac 0.32% single-use eye drops,S01K
1141157452,indomethacin product,M01A
1141157358,clindamycin product,D10A
1140916846,bactroban 2% nasal ointment,D06A
1140909500,tagamet 100 tablet,A02B
1140888496,torasemide,C03C
1140883676,cough/decongestant preparation,N02A
1140881612,naproxen+misoprostol,M01A
1140880390,nystatin+chlorhexidine hydrochloride 100000units/1%/g cream,G01A
1140876652,sodium chloride product,B05X
1140876430,urea 10% cream,D02A
1140875552,zovirax 3% eye ointment,D06B
1140872098,phenytoin product,N03A
1140871966,midrid capsule,A03A
1140871712,oramorph sr 10mg m/r tablet,N02A
1140870568,erythropoietin product,B03X
1140868650,norditropin(epr) 12iu(4mg) injection (pdr for recon)+diluent,H01A
1140866356,burinex a tablet,C03C
1140865750,wheat fibre 80% powder,A06A
1140864172,norplant 38mg subdermal implant,G03A
1140861834,cyklokapron 500mg tablet,B02A
1140860304,beta-cardone 40mg tablet,C07A
1140857704,ovestin 250micrograms tablet,G03C
1141186288,clearsore aciclovir 5% cream,D06B
1141181656,indometacin product,M01A
1141176854,bupropion,N06A
1141173910,lopinavir+ritonavir,J05A
1141166196,etonogestrel,G03A
1141157482,hyoscine product,A04A
1141157394,goserelin product,L02A
1141153134,anadin ibuprofen 200mg tablet,M01A
1140910424,hc - hydrocortisone,D07A
1140909796,mecysteine,V03A
1140909712,pentoxifylline,C04A
1140888590,colestipol,C10A
1140884090,neomycin product,A07A
1140883076,micralax micro-enema,B05C
1140882962,human menopausal gonadotrophins,G03G
1140882820,calmurid hc cream,D07A
1140881440,anugesic-hc cream,D07A
1140875870,diamox 250mg tablet,S01E
1140875308,myocrisin 50mg/0.5ml injection,M01C
1140874484,avloclor 250mg tablet,P01B
1140874306,sporanox 100mg capsule,J02A
1140874240,amphotericin,J02A
1140871782,mst continus 60mg m/r tablet,N02A
1140871738,temgesic 400mcg sublingual tablet,N07B
1140871616,surgam 200mg tablet,M01A
1140870232,megace 40mg tablet,G03A
1140866612,arythmol 150mg tablet,C01B
1140865378,dicyclomine hydrochloride,A03A
1140861434,praxilene 100mg capsule,C04A
1141202024,abilify 5mg tablet,N05A
1141200450,myfortic 180mg gastro-resistant tablet,L04A
1141200344,fosamprenavir,J05A
1141192378,ketopine 2% shampoo,D01A
1141186100,canesten complete cream,D01A
1141180012,transtec 35micrograms/hour transdermal patch,N07B
1141172910,lamisil at 1% cream,D01B
1141169710,vertab sr 240 m/r tablet,C08D
1141165702,dextrose 40% oral gel,V06D
1141145612,saquinavir,J05A
1140928840,tolfenamic acid,M01A
1140923728,tacalcitol,D05A
1140923568,norimode 2mg tablet,A07D
1140909720,n-acetylcysteine,V03A
1140909496,pepcid ac indigestion tablet,A02B
1140888928,didanosine,J05A
1140888178,haelan 0.0125% cream,D07A
1140884314,proguanil,P01B
1140881876,regaine regular strength 20mg/ml topical liquid,C02D
1140881550,milk of magnesia suspension,A02A
1140880142,stiemycin solution,D10A
1140879852,xylometazoline,S01G
1140878546,retin-a 0.025% cream,D10A
1140878046,gold product,M01C
1140877782,cacit 1.25g effervescent tablet,A12A
1140875606,balmosa cream,M01A
1140875338,relifex 500mg tablet,M01A
1140874304,itraconazole 100mg capsule,J02A
1140874216,hiprex 1g tablet,J01X
1140870200,octreotide,H01C
1140867092,serenace 500micrograms capsule,N05A
1140866108,xipamide,C03B
1140866092,metolazone,C03E
1140864910,carace 10 plus tablet,C09B
1140863070,actifed tablet,R06A
1140860758,capoten 12.5mg tablet,C09A
1141190580,conjugated oestrogens 0.3mg / medroxyprogesterone 1.5mg tab,G03A
1141189256,rebif 44micrograms/0.5ml prefilled syringe,L03A
1141176278,ibugel forte 10% gel,M01A
1141170966,oxynorm 20mg capsule,N02A
1141167876,aldara 5% cream,D06B
1141167426,rheumatac retard 75mg m/r tablet,M01A
1141166528,vexol 1% eye drops,S01B
1141166302,arava 10mg tablet,L04A
1141156738,paludrine tablet+avloclor tablet 100mg/250mg travel pack,P01B
1140923914,progynova ts 50micrograms patch,G03C
1140916894,valtrex 500mg tablet,J05A
1140911836,durogesic 100micrograms/hour patch,N01A
1140910522,paraffin liquid,A06A
1140888206,tinzaparin,B01A
1140883534,ephedrine,R01A
1140882192,disprin direct dispersible tablet,N02B
1140882098,fluphenazine,N05A
1140878558,skinoren cream,D10A
1140878526,bactroban ointment,D06A
1140878442,dithrocream 0.1% cream,D05A
1140873986,isoniazid,J04A
1140872710,amoxil 500mg capsule,J01C
1140872160,ethosuximide,N03A
1140871704,sevredol 20mg tablet,N02A
1140870618,epoetin beta,B03X
1140869980,hydrea 500mg capsule,L01X
1140869050,canesten 2% vaginal cream,D01A
1140867184,haldol 5mg tablet,N05A
1140866146,hygroton 50mg tablet,C03B
1140865742,dipentum 250mg capsule,A07E
1140864570,dostinex 500micrograms tablet,G02C
1140863454,buspar 5mg tablet,N05B
1140862830,terfenadine,R06A
1140862638,clemastine,R06A
1140861848,colestid 5g/sachet granules,C10A
1140860972,ismo 10 tablet,C01D
1140860292,pindolol,C07A
1141199940,lopace 2.5mg capsule,C09B
1141189662,abacavir 300mg / lamivudine 150mg / zidovudine 300mg tablet,J05A
1141189254,rebif 22micrograms/0.5ml prefilled syringe,L03A
1141185448,relpax 20mg tablet,N02C
1141172486,interferon beta,L03A
1141171578,galantamine,N06D
1141167690,rivastigmine,N06D
1141167430,lanreotide,H01C
1141166524,rimexolone,S01B
1141164598,differin 0.1% cream,D10A
1141157340,flucloxacillin product,J01C
1141157296,desmopressin product,H01B
1141152992,zomorph 100mg m/r capsule,N02A
1140928392,norvir 100mg capsule,J05A
1140928372,zydol soluble 50mg tablet,N02A
1140923696,eformoterol,R03A
1140917478,salagen 5mg tablet,S01E
1140917132,methylphenidate,N06B
1140913322,etidronate disodium,M05B
1140910550,5fu - fluorouracil,L01B
